name,rating,tags,similar
livspace,3.7,"Architecture & Interior Design, Furniture & Furnishing, Internet, Startup, Indian Unicorn",
lixil,4.1,"Building Material, Public",
lkp securities,4.1,"Financial Services, Public",
lkq india,4.2,"Auto Components, Forbes Global 2000",
lloyd electric & engineering,3.8,"Industrial Machinery, Manufacturing, Electronics, Public",
lloyd healthcare,4.2,Pharma,
lloyd insulations,3.8,"Industrial Machinery, Engineering & Construction",
lnj bhilwara group,4.1,"Fashion & Textile, Conglomerate",
loadshare networks,3.6,"Internet, Logistics, Startup",
lobo staffing solutions,4,Recruitment,
locobuzz,4.4,"Internet, IT Services & Consulting, Software Product",
loconav,3.7,Software Product,
locuz enterprise solutions,4,"IT Services & Consulting, Public",
lodha group,4.2,"Architecture & Interior Design, Real Estate, Engineering & Construction, Fortune India 500",
logelite,4.5,"Education & Training, Marketing & Advertising",
logicon facility management ,3.6,Facility Management Services,
logixhealth,3.5,IT Services & Consulting,
lohia auto industries,4,"Automobile, Design, Manufacturing",
lohia group,3.9,"Industrial Machinery, Public",
lokesh machines,3.9,"Industrial Machinery, Manufacturing, Public",
lokmat media,3.8,"Media & Entertainment / Publishing, Printing & Publishing",
lomos archilabs,4.8,EdTech,
london stock exchange group,4.2,"Healthcare / Pharma, Manufacturing",
lonsen kiri chemical industries,4.1,"Manufacturing, Chemicals",
loreal,4.3,"Retail, Beauty & Personal Care, Forbes Global 2000",
lot mobiles,3.8,"Retail, Telecom",
lots wholesale solutions,3.7,Food Processing,
lotte india corporation,4,"FMCG, Food Processing, Public",
lotus footwear enterprises,4.1,"Consumer goods, Manufacturing, Fashion & Textile",
lotus herbals private limited ,4.3,"Beauty & Wellness, Beauty & Personal Care",
lotus labs,4.4,Analytics & KPO,
lotus wireless technologies,3.8,IT Services & Consulting,
louis berger group,4.1,Engineering & Construction,
louis dreyfus commodities,4.1,Agriculture,
lovely professional university,51,,
lowe's,4.3,"Beauty & Wellness, Consumer goods, IT Services & Consulting, Forbes Global 2000",
loyola institute of business administration,86,,
ls cable,4.5,"Manufacturing, Power, Electronics, Semiconductors, Electrical Equipment, Public",
lt foods,4.2,"Manufacturing, Electronics, Electrical Equipment",
lubi electronics,4.4,"Consumer goods, Manufacturing, Electronics, Electronics Manufacturing",
lubi industries llp,4.3,"Design, Industrial Machinery, Manufacturing, Engineering & Construction",
lubrizol corporation,3.8,Chemicals,
lucas indian service,4.1,"Automobile, Manufacturing, Auto Components",
lucas-tvs,4,"Automobile, Manufacturing, Analytics & KPO, Auto Components",
lucy electric,3.9,"Manufacturing, Facility Management Services, Electrical Equipment",
ludhiana beverages,4,"Financial Services, Beverage",
lulu group international,3.9,"Retail, Hospitality, Conglomerate",
lulu hypermarket,4,Retail,
lulu international shopping mall,3.9,Real Estate,
lumax industries,4,"Industrial Machinery, Auto Components, Conglomerate, Public",
lumax mannoh allied technologies,4.3,Auto Components,
lumen technologies,3.9,"Internet, Telecom, Hardware & Networking, Forbes Global 2000",
lumina datamatics,3.6,"Media & Entertainment / Publishing, IT Services & Consulting",
lumino industries,3.9,"Manufacturing, Electronics, Electrical Equipment, Public",
luminous power technologies,3.6,Financial Services,
lupin,4.1,"Biotech & Life sciences, Manufacturing, Pharma, Fortune India 500, Public",
lux industries,3.9,"Consumer goods, Fashion & Textile, Public",
luxoft,4.4,"Hardware & Networking, IT Services & Consulting, Software Product",
luxor international,3.8,"Retail, Conglomerate",
luxor writing instruments,3.6,"Consumer goods, Manufacturing",
luxottica india eyewear,4.1,"Consumer goods, Manufacturing, Fashion & Textile",
lybrate,3.7,"Internet, Healthcare, Startup",
lynk,3.6,"Financial Services, Analytics & KPO, Logistics",
lyrus life science,3.6,"Biotech & Life sciences, Pharma",
m & m financial services,4,"Financial Services, NBFC, Public",
m g contractors,4.1,Engineering & Construction,
m intergraph systems,3.8,IT Services & Consulting,
m k agro tech,3.5,Food Processing,
m power micro finance,3.9,Financial Services,
m square media,4.3,"Media & Entertainment / Publishing, Analytics & KPO",
m. s. ramaiah institute of technology,67,,
m. s. ramaiah medical college,38,,
m.b.a consulting india,3.9,"FMCG, Food Processing, Public",
m.j global,4.5,"Packaging, Conglomerate, Public",
m.r.p.l,4.1,"Oil & Gas, Petrochemicals",
m.s. ramaiah university of applied sciences,62,,
m*modal,3.2,IT Services & Consulting,
m+w group,4.4,"Architecture & Interior Design, Engineering & Construction",
mövenpick hotels & resorts,4.5,Hospitality,
m3m india,3.9,"Real Estate, Engineering & Construction",
maaden aluminium co,4.5,Metals & Mining,
maaden phosphate company,4,Metals & Mining,
maahi milk producer company,4.2,"Agriculture, Food Processing, Manufacturing",
macawber beekay,4.1,"Industrial Machinery, Engineering & Construction",
maccaferri,3.8,Real Estate,
machino plastics,4,"Automobile, Industrial Machinery, Manufacturing, Auto Components, Public",
macleods pharmaceuticals,3.9,"Biotech & Life sciences, Pharma, Public",
macquarie group,3.8,"Financial Services, Investment Banking / Venture Capital / Private Equity, Forbes Global 2000",
macro polymers,4.4,Chemicals,
madhavbaug,4.2,Healthcare,
madhu jayanti international,3.7,"Retail, Consumer Electronics & Appliances",
madhu silica,3.9,Metals & Mining,
madhucon projects,3.6,"Engineering & Construction, Public",
madina group,4.6,"Engineering & Construction, Oil & Gas",
madras engineering industries,4.1,"Industrial Machinery, Urban Transport, Auto Components",
madras medical college & government general hospital chennai,12,,
madras medical mission,4.6,Healthcare,
madura fashion & lifestyle,4.2,"Retail, Fashion & Textile",
madura garments,3.7,"Retail, Fashion & Textile",
madura micro finance,4.1,"Financial Services, Internet",
maersk,4.4,"Logistics / Shipping, Logistics, Ports & Shipping",
maersk line,4.4,"Logistics / Shipping, Logistics, Conglomerate, Public",
mafatlal industries,3.8,"Retail, Public",
magic bus india foundation,4,Non-Profit,
magic software,3.7,"Internet, IT Services & Consulting, Software Product",
magicbricks,3.4,"Internet, Real Estate",
magicmind technologies,3.8,"IT Services & Consulting, Software Product, Public",
magicon impex,4,Healthcare,
magicrete building solutions,4.1,"Financial Services, Building Material, Internet",
magma hdi general insurance,4.1,"Financial Services, Insurance",
magma housing finance,4.2,"Financial Services, Public",
magna infotech,3.4,"Automobile, Recruitment, Conglomerate",
magna international,3.9,"Automobile, Manufacturing, Recruitment, IT Services & Consulting, Forbes Global 2000, Public",
magna steyr,4.4,Automobile,
magnasoft consulting india,3.8,"Internet, IT Services & Consulting",
magneti marelli motherson,4,"Automobile, Auto Components",
magnum,3.3,"Food Processing, Public",
magpie global,3.7,FMCG,
magus customer dialog,3.6,"BPO/KPO, BPO, IT Services & Consulting",
mahagun india,2.9,"Real Estate, Engineering & Construction, Conglomerate",
mahanagar gas,4.2,"Oil / Gas / Petro Chemicals, Oil & Gas, Fortune India 500, Public",
mahanagar telephone nigam,4,"Telecom, Government, Public",
mahaonline,4.6,"IT Services & Consulting, Public",
maharaja agrasen hospital,3.9,"Automobile, Industrial Machinery, Manufacturing, Conglomerate, Forbes Global 2000, Fortune India 500, Public",
maharaja sayajirao university of baroda,149,,
maharani innovative paints,3.1,Chemicals,
maharashtra feeds ,3.4,Agriculture,
maharashtra hybrid seed company,4,"Agriculture, Chemicals / Agri Inputs, Internet, Manufacturing, Analytics & KPO",
maharashtra seamless,3.6,"Building Material, Engineering & Construction, Fortune India 500, Public",
maharashtra state electricity distribution company,4.3,Power,
maharashtra state electricity transmission company,4.3,"Power, Government, Government",
maharashtra state power generation company,3.9,"Power, Government, Government",
maharashtra state road transport corporation,4,Urban Transport,
maharishi markandeshwar,191,,
maharshi dayanand university,30,,
mahatma gandhi medical college and research institute,47,,
mahavir die casters,3.8,"Industrial Machinery, Manufacturing, Auto Components, Faridabad",
mahendra nextwealth,3.8,"Financial Services, IT Services & Consulting",
mahesh tutorials,3.4,"Financial Services, Education & Training",
mahindra & mahindra,3.4,"BPO/KPO, IT Services & Consulting",
mahindra & mahindra financial services,4.3,"Financial Services, NBFC, Conglomerate, Public",
mahindra aerospace,3.7,Defence & Aerospace,
mahindra agri solutions,4.1,Agriculture,
mahindra automotives ,4.1,"Automobile, Manufacturing",
mahindra cie automotive,3.9,"Automobile, Industrial Machinery, Manufacturing, Auto Components, Fortune India 500, Public",
mahindra electric,3.7,"Automobile, Manufacturing, Electronics",
mahindra first choice wheels,4.1,"Automobile, Internet",
mahindra holidays & resorts,3.7,"Travel & Tourism / Hospitality, Hospitality",
mahindra insurance brokers,4.1,"Financial Services, Insurance",
mahindra integrated business solutions,3.6,Analytics & KPO,
mahindra lifespace developers,4.1,"Real Estate, Engineering & Construction, Public",
mahindra logistics,4.1,"Conglomerate, Public",
mahindra retail,3.8,"Internet, Retail",
mahindra rural housing finance,4.2,"Financial Services, Public",
mahindra sanyo special steel,3.6,Iron & Steel,
mahindra satyam,4,"Jewellery, Retail",
mahindra susten,4.3,Engineering & Construction,
mahindra two wheelers,4.1,"Automobile, Retail, Public",
mahindra university,154,,
mahle anand filter systems,4.1,"Industrial Machinery, Manufacturing, Engineering & Construction, Auto Components",
mahle behr india,4.2,"Industrial Machinery, Manufacturing, Auto Components",
maini materials movement,3.8,"Industrial Machinery, Manufacturing",
maini precision products,3.7,"Industrial Machinery, Auto Components",
majesco,3.7,"Analytics & KPO, IT Services & Consulting, Public",
majid al futtaim retail,4.2,Retail,
major brands,3.7,"Retail, Fashion & Textile",
majorel,4.2,BPO,
makemytrip,4,"Travel & Tourism, Public",
makino,4,"Industrial Machinery, Manufacturing, Metals & Mining, Auto Components",
makrocare,3.8,"Financial Services, Pharma",
maksat technologies,3.6,Telecom,
malabar gold and diamonds,4.1,"Manufacturing, Fashion & Textile, Public",
malabar group of companies,4,"Consumer goods, Jewellery, Real Estate",
malaviya national institute of technology,46,,
malayala manorama,3.9,"Media & Entertainment / Publishing, Printing & Publishing",
maliba pharmacy college,94,,
malladi drugs & pharmaceuticals,4.2,"Biotech & Life sciences, Pharma",
mallcom,3.7,"Financial Services, BPO, Public",
malpani group,4,Power,
man energy solutions,3.9,"Industrial Machinery, Power",
man industries,3.6,"Building Material, Import & Export, Metals & Mining, Public",
man infraconstruction,4.4,"Real Estate, Engineering & Construction, Public",
man truck & bus,4.2,"Automobile, Manufacturing",
management development institute,13,,MDI Gurgaon
manali petrochemicals,3.8,"Oil / Gas / Petro Chemicals, Power, Chemicals, Public",
manappuram finance,4,"Financial Services, NBFC, Fortune India 500, Public",
manappuram home finance,3.9,Financial Services,
manav rachna international institute of research & studies,105,,
manba finance,3.5,"Financial Services, NBFC, Public",
mando automotive,4,"Auto Components, Fortune India 500",
mando softtech,4.2,Auto Components,
mandovi motors,4.3,"Automobile, Auto Components",
maneesh pharmaceuticals,3.7,"Biotech & Life sciences, Pharma",
mangal industries,4,Auto Components,
mangalam cement,4.2,"Building Material, Public",
mangalam drugs & organics,4,Pharma,
mangalore chemicals & fertilizers,4.3,"Agro Chemicals, Public",
mangalore refinery and petrochemicals,3.8,"Financial Services, Oil & Gas, Government, Public",
manhattan associates,4.1,"Consumer goods, Internet, Retail, IT Services & Consulting",
mani group,3.7,Real Estate,
manika moulds,4,"Manufacturing, Petrochemicals",
manikaran power,2.8,Power,
manikgarh cement,3.8,"Building Material, Engineering & Construction",
manipal business solutions,4,Not Available,
manipal college of dental sciences mangalore,7,,
manipal college of dental sciences manipal,2,,
manipal college of pharmaceutical sciences manipal,9,,
manipal global education services,3.7,Real Estate,
manipal group,4,Healthcare,
manipal healthmap,4.1,Healthcare,
manipal hospitals,4.2,Healthcare,
manipal institute of technology,55,,
manipal school of architecture and planning mahe,15,,
manipal technologies,3.7,"Financial Services, Retail, Printing & Publishing",
manipal university jaipur,75,,
manipalcigna health insurance,4.1,"Financial Services, Insurance",
manitou equipment india,3.9,Industrial Machinery,
manjushree technopack,3.8,"Plastics / Rubber, Printing / Packaging, Packaging",
mankind pharma,4.2,"Manufacturing, Pharma, Fortune India 500",
mann and hummel filter,3.9,"Industrial Machinery, Manufacturing",
manohar filaments,3.7,Fashion & Textile,
manpasand beverages,3.4,"Food Processing, Import & Export, Manufacturing, Beverage",
manpowergroup,4,"Internet, Recruitment, Forbes Global 2000",
mansukh securities & finance,3.2,Financial Services,
mantena group,4.5,Engineering & Construction,
mantra properties,3,Retail,
mantra softech,4.2,"Manufacturing, Electronics, IT Services & Consulting",
mantra technologies,3.9,"IT Services & Consulting, Software Product",
mantri developers,3.4,"Real Estate, Travel & Tourism / Hospitality",
map systems,3.4,"Media & Entertainment / Publishing, IT Services & Consulting",
mapmyindia,3.9,"Internet, IT Services & Consulting, Software Product, Graduated Unicorn, Public",
mapro foods,3.4,"FMCG, Food Processing",
maq software,2.8,IT Services & Consulting,
maral overseas,3.9,"Import & Export, Fashion & Textile, Public",
marathon electric india,3.9,"Internet, Manufacturing, Electronics, Semiconductors",
marathon realty,3.9,"Real Estate, Engineering & Construction",
marathwada mitra mandal`s college of pharmacy,90,,
marble box,3.9,"Insurance, MNC",
marc enterprises,3.5,Electronics Manufacturing,
marc laboratories,3.6,"Healthcare, Public",
marche retail,3.6,Auto Components,
marcura india,4,Ports & Shipping,
marelli,4,"Automobile, Manufacturing, Auto Components",
